Date,BusinessUnit,Revenue,COGS,OperatingExpenses,TotalExpenses,OperatingProfit,AccountsReceivable,AccountsPayable,CashAndEquivalents,TotalDebt,NetCashFlow,BudgetRevenue,BudgetExpenses,GrossMarginPct,OperatingMarginPct,ReceivablesToRevenueRatio,CashBufferRatio,DebtToCashRatio,Revenue_Lag1,Revenue_Lag2,Expenses_Lag1,OperatingProfit_Lag1,OperatingMargin_Lag1,RevenueGrowthMoM,ExpenseGrowthMoM,OperatingProfitGrowthMoM,Rolling3M_AvgRev,Rolling3M_AvgExp,Target_NextPeriodHighRisk,AnomalyRaw,IsAnomaly,AnomalyScore,AnomalyReason,Actual_Revenue,Forecast_Revenue,Baseline_Revenue,Variance_Revenue,VariancePct_Revenue,Actual_TotalExpenses,Forecast_TotalExpenses,Baseline_TotalExpenses,Variance_TotalExpenses,VariancePct_TotalExpenses,Actual_OperatingProfit,Forecast_OperatingProfit,Baseline_OperatingProfit,Variance_OperatingProfit,VariancePct_OperatingProfit,Predicted_RiskProbPct,Predicted_RiskCategory,TopRiskDriver
2020-07-01,Enterprise Solutions,773049.73,313139.25,326863.03,640002.28,133047.45,697653.12,188174.19,2091967.7,900000,141447.49,793532.72,595149.54,59.49300053438994,17.21072329978047,0.9024686160876092,3.268687886549404,0.430216967499068,795803.17,892150.93,641222.0,154581.17,19.42454815805773,-2.859179362153086,-0.190218052406188,-13.93036422224,865491.0299999999,710941.4533333333,1,1,0,-0.1167,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2020-07-01,Retail & E-commerce,477282.44,191123.82,205860.62,396984.45,80297.99,421083.29,134599.73,1767184.88,900000,75722.22,487175.84,365381.88,59.95582406090616,16.82399838552619,0.8822517962320172,4.451521665395206,0.5092845746846816,513393.69,546236.29,418882.71,94510.98,18.409065370476213,-7.033832067550339,-5.22777843945863,-15.038453733100631,537153.52,435362.7366666666,0,1,0,-0.119,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2020-08-01,Cloud Services,689493.72,315468.3,268193.94,583662.23,105831.48,650674.04,214538.99,1918337.69,900000,28736.77,633172.8,474879.6,54.24638530427804,15.349157929966353,0.9436982834303408,3.2867257660308087,0.4691561890753447,643506.65,692317.96,559669.18,83837.48,13.0282227852657,7.146323973497393,4.287005762940166,26.234090051370828,686596.4933333333,589662.8766666666,1,1,0,-0.0836,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2020-08-01,Enterprise Solutions,706666.33,302389.21,322689.96,625079.17,81587.16,665154.44,173831.29,2245688.8,900000,153721.1,763261.68,572446.26,57.20905367035104,11.54535833057166,0.9412567314477824,3.592646992220201,0.4007679069334985,773049.73,795803.17,640002.28,133047.45,17.21072329978047,-8.587209518849459,-2.331727630720315,-38.67814828469092,820334.61,679143.4566666667,1,1,0,-0.0465,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2020-08-01,Retail & E-commerce,471841.19,201226.98,182969.61,384196.59,87644.6,368647.55,140038.13,1878984.16,900000,111799.28,467198.22,350398.66,57.35281610323168,18.57502097262853,0.7812958211638963,4.890684115650271,0.4789822177106592,477282.44,513393.69,396984.45,80297.99,16.82399838552619,-1.140048228047108,-3.2212495980636024,9.149182937206769,512304.14,418637.99333333335,1,1,0,-0.1697,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2020-09-01,Cloud Services,624415.68,293139.31,264231.19,557370.49,67045.18,503512.15,181508.05,1911221.05,900000,-7116.64,629274.49,471955.87,53.05381985282624,10.73726719995244,0.8063733281009214,3.428995765455757,0.4709031433072589,689493.72,643506.65,583662.23,105831.48,15.349157929966353,-9.4385254154309,-4.504615623320351,-36.64911423330752,675106.11,578541.2133333334,1,1,0,-0.0426,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2020-09-01,Enterprise Solutions,758278.41,338160.21,316954.24,655114.45,103163.96,681553.39,199624.58,2245488.33,900000,-200.47,756313.74,567235.3,55.40421492417277,13.60502404387328,0.8988168211198312,3.427627538974297,0.4008036862075342,706666.33,773049.73,625079.17,81587.16,11.54535833057166,7.30359970596024,4.805036136462504,26.44631826870798,758506.41,635434.4833333334,1,1,0,-0.0996,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2020-09-01,Retail & E-commerce,466576.48,215027.74,195813.18,410840.93,55735.56,384201.89,140745.67,1901540.39,900000,22556.24,461568.88,346176.66,53.91372064018315,11.945642866524262,0.8234489016677395,4.628410294952842,0.4733004908720346,471841.19,477282.44,384196.59,87644.6,18.57502097262853,-1.115780078462425,6.93507977257164,-36.407308607718,487505.7733333334,400021.25,1,1,0,-0.1153,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2020-10-01,Cloud Services,618077.04,283092.03,270128.26,553220.29,64856.75,571829.71,179577.78,1923753.42,900000,12532.38,648460.13,486345.09,54.19793784930111,10.493311642833392,0.9251754603277286,3.4773732178188905,0.4678354256025182,624415.68,689493.72,557370.49,67045.18,10.73726719995244,-1.015131458582208,-0.7446034683321612,-3.2641123493142854,652472.0166666667,566900.6333333333,1,1,0,-0.0603,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2020-10-01,Enterprise Solutions,783817.4,336027.57,336469.58,672497.15,111320.26,708688.4,214327.45,2348615.61,900000,103127.29,777062.21,582796.66,57.12935563818819,14.202320591505114,0.9041498695997308,3.492380019751756,0.383204469972845,758278.41,706666.33,655114.45,103163.96,13.60502404387328,3.368022834779105,2.653383695016976,7.906152497441932,745998.1566666667,640065.3,1,1,0,-0.1198,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2020-10-01,Retail & E-commerce,474056.15,201544.25,199307.71,400851.96,73204.19,361383.93,127391.4,1960785.36,900000,59244.96,472821.41,354616.06,57.485152339021454,15.442092671933484,0.7623230497062425,4.891544898520641,0.4589997550777306,466576.48,471841.19,410840.93,55735.56,11.945642866524262,1.603096238370183,-2.431347334356382,31.3419834662108,471900.0366666667,397340.6566666667,1,1,0,-0.1523,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2020-11-01,Cloud Services,718902.57,329723.98,271401.15,601125.13,117777.44,666608.25,193197.35,1940372.59,900000,16619.17,688408.68,516306.51,54.13509510753314,16.382948804870736,0.9272581262298172,3.227901302346152,0.4638284444123177,618077.04,624415.68,553220.29,64856.75,10.493311642833392,16.312777125647628,8.65927025200033,81.5962717835846,643995.48,564751.0033333333,0,1,0,-0.0268,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2020-11-01,Enterprise Solutions,822942.34,344464.75,344242.63,688707.38,134234.96,687887.8,251905.15,2350429.63,900000,1814.02,822487.87,616865.9,58.14229828058184,16.311587516568903,0.8358882105883628,3.412813189253177,0.3829087195433288,783817.4,758278.41,672497.15,111320.26,14.202320591505114,4.991588602141261,2.410453337980689,20.584483004261767,749587.38,650896.9233333333,1,1,0,-0.1418,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2020-11-01,Retail & E-commerce,486871.2,230959.92,204736.86,435696.79,51174.41,446882.11,164151.16,2034162.57,900000,73377.21,498973.71,374230.28,52.56241897240995,10.510872279978772,0.9178651561234265,4.668757302526833,0.4424425133336319,474056.15,466576.48,400851.96,73204.19,15.442092671933484,2.703276816469935,8.692692933321311,-30.093605297729543,470824.6066666667,398629.82666666666,0,1,0,-0.0736,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2020-12-01,Cloud Services,748337.27,328806.1,279950.68,608756.78,139580.49,607145.72,214698.37,2028199.29,900000,87826.69,741137.85,555853.39,56.06177679751271,18.652083171001223,0.8113263154727012,3.331707106407916,0.4437433759283092,718902.57,618077.04,601125.13,117777.44,16.382948804870736,4.094393486449777,1.269560964786165,18.512076676144428,653798.43,570571.97,1,1,0,-0.144,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2020-12-01,Enterprise Solutions,843700.35,346880.45,349044.23,695924.69,147775.67,703110.58,252799.02,2434296.08,900000,83866.45,882861.98,662146.49,58.88582362209521,17.515184152762295,0.8333652818799945,3.4979303292142148,0.3697167355254501,822942.34,783817.4,688707.38,134234.96,16.311587516568903,2.522413660232869,1.0479501468388497,10.087320024530143,788346.0499999999,672106.3266666667,0,1,0,-0.1517,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2020-12-01,Retail & E-commerce,522760.98,218636.84,205403.75,424040.59,98720.39,478421.77,120554.26,2126386.7,900000,92224.13,534008.04,400506.03,58.17651883658188,18.884422092865464,0.9151826327971152,5.014582919998295,0.423253211657127,486871.2,474056.15,435696.79,51174.41,10.510872279978772,7.371514273179436,-2.6753008669170963,92.9096788805186,475834.61,415796.56,1,1,0,-0.1208,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2021-01-01,Cloud Services,786388.82,375542.33,280371.11,655913.44,130475.38,614403.63,264642.66,2031473.41,900000,3274.12,795033.4,596275.05,52.24470129165874,16.591713498673595,0.7812975138685212,3.097166921903597,0.4430281959732862,748337.27,718902.57,608756.78,139580.49,18.652083171001223,5.084812894592283,7.746387645982344,-6.5231967590886,695105.6266666666,587700.7333333333,0,1,0,-0.1055,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2021-01-01,Enterprise Solutions,967777.7,389707.23,360705.59,750412.82,217364.88,889572.94,241001.33,2507670.68,900000,73374.59,944256.2,708192.15,59.73174108062212,22.460207545596475,0.9191914010831206,3.3417215340217674,0.3588988008584923,843700.35,822942.34,695924.69,147775.67,17.515184152762295,14.706329089468785,7.829601504726047,47.09111452514476,816820.0299999999,685709.74,0,1,0,-0.0602,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2021-01-01,Retail & E-commerce,563590.1,267949.21,203586.37,471535.57,92054.53,493566.7,166858.92,2271732.77,900000,145346.08,569444.81,427083.61,52.456721649297954,16.333595994677694,0.8757547373525547,4.817733622937502,0.3961733580134075,522760.98,486871.2,424040.59,98720.39,18.884422092865464,7.810284539599732,11.20057398278782,-6.752262627811745,494562.7766666667,420196.4466666667,0,1,0,-0.1249,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2021-02-01,Cloud Services,798801.57,324217.37,279241.61,603458.99,195342.58,626460.77,232067.23,2213667.05,900000,182193.64,837912.79,628434.59,59.41202644356345,24.45445619241835,0.7842507996072167,3.668297409903529,0.4065652059102565,786388.82,748337.27,655913.44,130475.38,16.591713498673595,1.5784494494720749,-7.997160417996607,49.71604604638819,751209.5533333332,621931.7833333333,0,1,0,-0.0923,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2021-02-01,Enterprise Solutions,984200.27,456455.98,327919.6,784375.58,199824.7,866650.49,316783.78,2711044.77,900000,203374.09,992233.64,744175.23,53.621636376913415,20.30325596232564,0.8805631500182376,3.456309501629309,0.3319753365784512,967777.7,843700.35,750412.82,217364.88,22.460207545596475,1.6969361868949928,4.525876836699028,-8.069463659446729,878140.1299999999,711681.6299999999,0,1,0,-0.1336,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2021-02-01,Retail & E-commerce,562256.93,237715.06,199593.49,437308.54,124948.39,464238.55,133190.74,2442494.87,900000,170762.09,596599.05,447449.28,57.72127521843083,22.222650061422986,0.8256697698683766,5.585289667565148,0.3684756971465,563590.1,522760.98,471535.57,92054.53,16.333595994677694,-0.2365495774322323,-7.258631623484957,35.73301607210422,524407.4266666666,443757.65,1,1,0,-0.1418,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2021-03-01,Cloud Services,899050.98,371634.73,286060.1,657694.83,241356.15,794851.42,253737.66,2387997.52,900000,174330.48,860317.1,645237.82,58.66366443424599,26.845657851348985,0.8841004989505713,3.630859497557553,0.3768848135152167,798801.57,786388.82,603458.99,195342.58,24.45445619241835,12.549976585549285,8.987493914043764,23.555320094574373,777842.5533333333,622709.7366666667,0,1,0,-0.0201,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2021-03-01,Enterprise Solutions,992165.01,411280.0,377461.62,788741.62,203423.39,793943.2,264206.75,2805589.97,900000,94545.2,1015744.17,761808.13,58.54721786651195,20.502979640453155,0.8002128597540443,3.557045677391793,0.3207881442490329,984200.27,967777.7,784375.58,199824.7,20.30325596232564,0.809260090936581,0.5566262019528923,1.8009235094560427,931892.7733333334,743571.0299999999,0,1,0,-0.1491,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2021-03-01,Retail & E-commerce,608285.22,291278.62,210874.1,502152.72,106132.51,541620.15,174046.99,2504716.16,900000,62221.29,608919.32,456689.49,52.1147957532159,17.447819955250598,0.8904049156413829,4.987956970540756,0.3593221516964221,562256.93,563590.1,437308.54,124948.39,22.222650061422986,8.186344630736686,14.828015935842464,-15.058921527520289,549536.0033333333,444294.9,0,1,0,-0.0789,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2021-04-01,Cloud Services,867479.67,407248.48,287756.56,695005.05,172474.63,665736.35,228636.37,2494364.61,900000,106367.08,858143.36,643607.52,53.05383006843262,19.88226767320092,0.7674374086484355,3.5889877490818227,0.3608133295316437,899050.98,798801.57,657694.83,241356.15,26.845657851348985,-3.5116262261345788,5.672877191386783,-28.539368066651704,828080.4566666667,639022.4199999999,0,1,0,-0.1165,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2021-04-01,Enterprise Solutions,1084293.29,435288.26,409756.08,845044.33,239248.96,912197.83,300057.33,3100734.85,900000,295144.88,1010174.22,757630.67,59.85511816641418,22.064967311565677,0.8412832933790451,3.669316200251885,0.2902537764556037,992165.01,984200.27,788741.62,203423.39,20.502979640453155,9.28558042981178,7.138295808454997,17.611332698761917,981380.9933333332,774510.0066666667,0,1,0,-0.1141,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2021-04-01,Retail & E-commerce,614409.68,250201.87,234110.28,484312.15,130097.54,458736.47,139651.43,2673138.83,900000,168422.67,603779.71,452834.78,59.27768097664087,21.174396210684694,0.7466296266686422,5.519454405593582,0.3366828501009803,608285.22,562256.93,502152.72,106132.51,17.447819955250598,1.006840179348778,-3.552817557176624,22.58029137349149,578044.0833333334,470332.2766666667,1,1,0,-0.1535,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2021-05-01,Cloud Services,852215.6,362440.89,293616.2,656057.09,196158.51,628156.02,270861.51,2792308.19,900000,297943.59,833887.42,625415.56,57.47075153282808,23.01747468598322,0.737085803169996,4.256196956883737,0.3223139921385253,867479.67,899050.98,695005.05,172474.63,19.88226767320092,-1.759588210292018,-5.60398230199911,13.731805077651128,855110.7400000001,652052.9566666667,1,1,0,-0.1002,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2021-05-01,Enterprise Solutions,1033969.84,448671.0,397346.67,846017.67,187952.17,963031.37,287224.76,3315394.14,900000,214659.29,978711.1,734033.32,56.60695480247277,18.17772266935755,0.9313921284203028,3.918823752227303,0.2714609370697627,1084293.29,992165.01,845044.33,239248.96,22.064967311565677,-4.641128969819597,0.1151821230491068,-21.440757778006635,1020219.5233333334,806053.8433333334,0,1,0,-0.116,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2021-05-01,Retail & E-commerce,556102.94,251143.78,205384.31,456528.09,99574.86,443038.23,185179.86,2765114.07,900000,91975.25,583234.98,437426.23,54.83861674962552,17.905832326655208,0.796683847778255,6.056832275096149,0.325483859694801,614409.68,608285.22,484312.15,130097.54,21.174396210684694,-9.489879781841992,-5.736808378645875,-23.461381360477684,594983.9433333334,474591.13666666666,1,1,0,-0.1203,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2021-06-01,Cloud Services,799454.51,375290.7,297378.36,672669.06,126785.45,657320.81,256463.48,2885746.99,900000,93438.8,796126.48,597094.86,53.056653592460194,15.858994903912668,0.822211647789691,4.289995127767583,0.3118776535568698,852215.6,867479.67,656057.09,196158.51,23.01747468598322,-6.191049541923421,2.532092138505826,-35.365817164904044,872915.4166666666,669585.6566666666,0,1,0,-0.1286,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2021-06-01,Enterprise Solutions,933179.6,417413.14,337620.04,755033.17,178146.43,731425.53,296601.54,3446215.28,900000,130821.15,931622.17,698716.62,55.26979586780508,19.09026193885936,0.7837993136583784,4.564323021728965,0.2611560587126176,1033969.84,1084293.29,846017.67,187952.17,18.17772266935755,-9.747889745023896,-10.754444407762788,-5.217146468699996,1036809.38,826601.2066666667,0,1,0,-0.0606,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2021-06-01,Retail & E-commerce,567032.02,263884.1,211701.68,475585.78,91446.24,431206.91,150049.92,2876013.15,900000,110899.08,553523.01,415142.25,53.462222468494815,16.127173911624958,0.7604630687346369,6.047306860184087,0.3129332006009778,556102.94,614409.68,456528.09,99574.86,17.905832326655208,1.9652980075955064,4.174483546017949,-8.163325562295542,592932.6133333333,480997.6533333333,1,1,0,-0.1553,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2021-07-01,Cloud Services,782517.31,325643.23,310437.11,636080.34,146436.97,566131.85,222909.44,2965031.61,900000,79284.62,757339.2,568004.4,58.38517233567652,18.713575805754378,0.723475177820667,4.66141055389324,0.3035380793124158,799454.51,852215.6,672669.06,126785.45,15.858994903912668,-2.1185945902037595,-5.439334462625656,15.49982273202486,839716.5933333334,674577.0666666668,1,1,0,-0.123,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2021-07-01,Enterprise Solutions,905427.12,387258.13,347580.63,734838.76,170588.36,736161.58,230387.98,3560538.2,900000,114322.92,883606.36,662704.77,57.229232320763714,18.840650587095293,0.8130544841643356,4.845332600583018,0.2527707749350926,933179.6,1033969.84,755033.17,178146.43,19.09026193885936,-2.973969855320457,-2.67463878441262,-4.242616593551729,1017147.5766666664,815365.0566666666,1,1,0,-0.1683,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2021-07-01,Retail & E-commerce,504009.65,230874.95,214930.86,445805.82,58203.84,451072.96,156627.03,2859401.5,900000,-16611.65,523433.5,392575.12,54.19235524557913,11.548159841780803,0.8949688959328457,6.414006663259802,0.3147511813223851,567032.02,556102.94,475585.78,91446.24,16.127173911624958,-11.11442877599752,-6.261743149679544,-36.35185000498654,579181.5466666667,472142.00666666665,0,1,0,-0.0536,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2021-08-01,Cloud Services,742608.81,346834.87,307966.47,654801.34,87807.47,612127.76,233617.37,3079933.79,900000,114902.18,730614.69,547961.02,53.29507739074628,11.824189104354955,0.8242936950882659,4.703615588202676,0.2922140738616332,782517.31,799454.51,636080.34,146436.97,18.713575805754378,-5.100014976026534,2.943181674189144,-40.03736214973582,811395.8066666666,654935.4966666666,0,1,0,-0.1105,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2021-08-01,Enterprise Solutions,781136.8,369624.31,324107.07,693731.38,87405.43,670266.99,204261.37,3527951.64,900000,-32586.56,849899.26,637424.45,52.68123201979474,11.18951635616194,0.8580660775423715,5.085472189538262,0.2551055376711456,905427.12,933179.6,734838.76,170588.36,18.840650587095293,-13.72725835735956,-5.5940680102394165,-48.76237159440422,957525.52,778629.8666666667,1,-1,1,0.0029,Multivariate Outlier,,,,,,,,,,,,,,,,,Historical Record,N/A
2021-08-01,Retail & E-commerce,506382.45,202758.03,193867.08,396625.11,109757.34,442058.62,137954.99,2990876.16,900000,131474.66,501969.05,376476.79,59.95950689049354,21.674791454561664,0.872973816529384,7.540813943928059,0.3009151672799451,504009.65,567032.02,445805.82,58203.84,11.548159841780803,0.4707846367624002,-11.03186809001283,88.5740528459978,542381.5366666666,459306.5633333333,1,1,0,-0.1239,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2021-09-01,Cloud Services,750198.67,313023.41,299729.21,612752.62,137446.06,647277.6,178836.1,3172969.23,900000,93035.45,726116.46,544587.34,58.27459811412356,18.321288146245312,0.8628082478472002,5.178222216332588,0.2836459904781365,742608.81,782517.31,654801.34,87807.47,11.824189104354955,1.022053589695493,-6.421599564839009,56.53116984238356,774860.21,654516.9133333333,1,1,0,-0.1502,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2021-09-01,Enterprise Solutions,835369.22,339851.57,355517.31,695368.88,140000.34,709100.04,191477.57,3553581.37,900000,25629.73,842162.66,631622.0,59.3172022785326,16.759097252829115,0.8488462622551499,5.11035433452242,0.2532656231254386,781136.8,905427.12,693731.38,87405.43,11.18951635616194,6.942755737535333,0.2360423713282156,60.17350409465407,873247.84,727867.77,0,1,0,-0.149,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2021-09-01,Retail & E-commerce,513157.91,231932.31,214358.35,446290.65,66867.26,432118.55,131908.01,3036283.39,900000,45407.23,495920.76,371940.57,54.8029358058614,13.03054258678386,0.8420771493125772,6.80337665599761,0.2964150194162212,506382.45,504009.65,396625.11,109757.34,21.674791454561664,1.33801240544571,12.522036237191347,-39.0771860906979,525808.0399999999,439338.9033333333,1,1,0,-0.085,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2021-10-01,Cloud Services,770817.73,356573.22,304630.47,661203.69,109614.04,708866.25,224936.39,3217285.29,900000,44316.06,748254.65,561190.99,53.74091615666391,14.22048763720056,0.9196288855473006,4.865800567446924,0.279738947241449,750198.67,742608.81,612752.62,137446.06,18.321288146245312,2.7484799459855047,7.907117557489984,-20.24941275144592,758441.5966666667,634544.7666666666,1,1,0,-0.1276,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
2021-10-01,Enterprise Solutions,850375.18,342636.55,340463.63,683100.17,167275.0,609231.87,241594.92,3705633.04,900000,152051.67,865266.29,648949.72,59.70760223740302,19.67072933619723,0.716427153953388,5.42472861630235,0.2428734821513789,835369.22,781136.8,695368.88,140000.34,16.759097252829115,1.7963266590071525,-1.7643455657664675,19.48185268692919,840644.38,707979.6733333333,0,1,0,-0.1346,Normal,,,,,,,,,,,,,,,,,Historical Record,N/A
