Date,Revenue,OperatingProfit,Cash,Debt,Company,CIK,OperatingMarginPct,DebtToCashRatio,Lag_Revenue_1,Lag_OperatingProfit_1,Lag_OperatingMargin_1,Lag_DebtToCash_1,Revenue_QoQ_Growth,IsDistressed,Split,Pred_Revenue,Pred_OperatingProfit,Predicted_RiskProbPct,TopRiskDriver,IsAnomaly,AnomalyReason
2022-06-30,237678000000,6986000000,37478000000.0,58053000000.0,Amazon,1018724,2.939270778111563,1.5489887400608358,116444000000.0,3669000000.0,3.1508708048504004,1.306734811639601,1.041135653189516,0,Train,2.346562e+11,7.573021e+09,0.92,Lag_DebtToCash_1,0,Normal Profile
2022-09-30,364779000000,9511000000,34947000000.0,58919000000.0,Amazon,1018724,2.6073321106752307,1.6859530145649126,237678000000.0,6986000000.0,2.939270778111563,1.5489887400608358,0.5347613157296847,0,Train,3.653749e+11,1.1452082e+10,0.14,Lag_OperatingProfit_1,0,Normal Profile
2023-03-31,127358000000,4774000000,49343000000.0,67084000000.0,Amazon,1018724,3.748488512696493,1.3595444135946335,364779000000.0,9511000000.0,2.6073321106752307,1.6859530145649126,-0.6508625770672105,0,Train,1.26344176e+11,4.743348e+09,0.05,Revenue_QoQ_Growth,0,Normal Profile
2023-06-30,261741000000,12455000000,49529000000.0,63092000000.0,Amazon,1018724,4.758520827841263,1.2738395687375073,127358000000.0,4774000000.0,3.748488512696493,1.3595444135946335,1.0551594717253725,0,Train,2.6941658e+11,1.1040056e+10,0.38,Lag_OperatingProfit_1,0,Normal Profile
2023-09-30,404824000000,23643000000,49605000000.0,61098000000.0,Amazon,1018724,5.840315791553861,1.2316903537949804,261741000000.0,12455000000.0,4.758520827841263,1.2738395687375073,0.5466587198795756,0,Train,4.000977e+11,2.0370522e+10,0.14,Lag_OperatingProfit_1,0,Normal Profile
2024-03-31,143313000000,15307000000,72852000000.0,57634000000.0,Amazon,1018724,10.680817511321374,0.7911107450722011,404824000000.0,23643000000.0,5.840315791553861,1.2316903537949804,-0.6459868980099994,0,Train,1.3847655e+11,1.3762626e+10,0.05,Revenue_QoQ_Growth,0,Normal Profile
2024-06-30,291290000000,29979000000,71178000000.0,54889000000.0,Amazon,1018724,10.291805417281749,0.7711511984040013,143313000000.0,15307000000.0,10.680817511321374,0.7911107450722011,1.0325441516122054,0,Train,2.763815e+11,2.3579933e+10,0.38,Lag_OperatingProfit_1,0,Normal Profile
2024-09-30,450167000000,47390000000,75091000000.0,54890000000.0,Amazon,1018724,10.527204348608404,0.7309797445765804,291290000000.0,29979000000.0,10.291805417281749,0.7711511984040013,0.545425520958495,0,Train,4.42279e+11,4.7556477e+10,0.14,Lag_OperatingProfit_1,0,Normal Profile
2025-03-31,155667000000,18405000000,66207000000.0,53374000000.0,Amazon,1018724,11.823315153500742,0.8061685320283354,450167000000.0,47390000000.0,10.527204348608404,0.7309797445765804,-0.6542016629384206,0,Train,1.533834e+11,1.9613604e+10,0.05,Revenue_QoQ_Growth,1,Multivariate Ratio Divergence
2025-06-30,323369000000,37576000000,57741000000.0,50718000000.0,Amazon,1018724,11.620161487341086,0.878370655167039,155667000000.0,18405000000.0,11.823315153500742,0.8061685320283354,1.0773124682816524,0,Test,3.0625566e+11,2.3485336e+10,0.38,Lag_OperatingProfit_1,0,Normal Profile
2025-09-30,503538000000,54998000000,66922000000.0,50742000000.0,Amazon,1018724,10.922313708200772,0.7582259944412899,323369000000.0,37576000000.0,11.620161487341086,0.878370655167039,0.557162251174355,0,Test,4.6038565e+11,4.9093628e+10,0.14,Lag_OperatingProfit_1,0,Normal Profile
2026-03-31,181519000000,23852000000,101816000000.0,119074000000.0,Amazon,1018724,13.140222235688825,1.1695018464681386,503538000000.0,54998000000.0,10.922313708200772,0.7582259944412899,-0.6395128073750144,0,Test,1.533834e+11,2.1470923e+10,0.05,Revenue_QoQ_Growth,1,Multivariate Ratio Divergence
2026-06-30,382125000000,51313000000,78213000000.0,128894000000.0,Amazon,1018724,13.42832842656199,1.6479869075473388,181519000000.0,23852000000.0,13.140222235688825,1.1695018464681386,1.105151526837411,0,Test,3.0533455e+11,3.4086287e+10,0.38,Lag_OperatingProfit_1,0,Normal Profile
2018-03-31,149430000000,42168000000,45059000000.0,101362000000.0,Apple,320193,28.21923308572576,2.249539492665172,88293000000.0,26274000000.0,29.75773843906085,3.780218980757339,0.6924331487207367,0,Train,1.4237537e+11,4.3844784e+10,0.25,Lag_OperatingProfit_1,0,Normal Profile
2018-06-30,202695000000,54780000000,31971000000.0,97128000000.0,Apple,320193,27.025826981425293,3.0380031903912923,149430000000.0,42168000000.0,28.21923308572576,2.249539492665172,0.3564545272033728,0,Train,1.9084163e+11,5.2515082e+10,0.05,Revenue_QoQ_Growth,0,Normal Profile
2018-12-29,84310000000,23346000000,44771000000.0,92989000000.0,Apple,320193,27.690665401494485,2.0769918027294456,202695000000.0,54780000000.0,27.025826981425293,3.0380031903912923,-0.5840548607513752,0,Train,9.046576e+10,2.4965698e+10,0.05,Revenue_QoQ_Growth,0,Normal Profile
2019-03-30,142325000000,36761000000,37988000000.0,90201000000.0,Apple,320193,25.82891269980678,2.374460355901864,84310000000.0,23346000000.0,27.690665401494485,2.0769918027294456,0.6881152888150872,0,Train,1.4030345e+11,3.2567577e+10,0.25,Lag_OperatingProfit_1,0,Normal Profile
2019-06-29,196134000000,48305000000,50530000000.0,84936000000.0,Apple,320193,24.628570263187413,1.6809024341975063,142325000000.0,36761000000.0,25.82891269980678,2.374460355901864,0.3780713156507992,0,Train,2.1090746e+11,4.8405512e+10,0.05,Revenue_QoQ_Growth,0,Normal Profile
2019-12-28,91819000000,25569000000,39771000000.0,93078000000.0,Apple,320193,27.84717759940753,2.340348495134646,196134000000.0,48305000000.0,24.628570263187413,1.6809024341975063,-0.5318557720741942,0,Train,9.283122e+10,2.5169922e+10,0.05,Revenue_QoQ_Growth,0,Normal Profile
2020-03-28,150132000000,38422000000,40174000000.0,89086000000.0,Apple,320193,25.59214557855753,2.217503858216757,91819000000.0,25569000000.0,27.84717759940753,2.340348495134646,0.6350864200219998,0,Train,1.5048037e+11,4.1701966e+10,0.25,Lag_OperatingProfit_1,0,Normal Profile
2020-06-27,209817000000,51513000000,33383000000.0,94048000000.0,Apple,320193,24.551394786885712,2.81724230895965,150132000000.0,38422000000.0,25.59214557855753,2.217503858216757,0.3975501558628407,0,Train,2.1751914e+11,5.03516e+10,0.05,Revenue_QoQ_Growth,0,Normal Profile
2020-12-26,111439000000,33534000000,36010000000.0,99281000000.0,Apple,320193,30.091799100853382,2.757039711191336,209817000000.0,51513000000.0,24.551394786885712,2.81724230895965,-0.4688752579628915,0,Train,1.12572604e+11,3.2945715e+10,0.05,Revenue_QoQ_Growth,0,Normal Profile
2021-03-27,201023000000,61037000000,38466000000.0,108642000000.0,Apple,320193,30.36319227153112,2.824364373732647,111439000000.0,33534000000.0,30.091799100853382,2.757039711191336,0.8038837390859573,0,Train,2.0588046e+11,5.9189375e+10,0.29,Lag_OperatingProfit_1,0,Normal Profile
2021-06-26,282457000000,85163000000,34050000000.0,105752000000.0,Apple,320193,30.150784013141823,3.105785609397944,201023000000.0,61037000000.0,30.36319227153112,2.824364373732647,0.4050979241181357,0,Train,2.7637475e+11,8.471463e+10,0.05,Revenue_QoQ_Growth,0,Normal Profile
2021-12-25,123945000000,41488000000,37119000000.0,106629000000.0,Apple,320193,33.47291137197951,2.872625878929928,282457000000.0,85163000000.0,30.150784013141823,3.105785609397944,-0.5611898448259381,0,Train,1.2166589e+11,4.163243e+10,0.05,Revenue_QoQ_Growth,0,Normal Profile
2022-03-26,221223000000,71467000000,28098000000.0,103323000000.0,Apple,320193,32.305411281828746,3.6772368140081135,123945000000.0,41488000000.0,33.47291137197951,2.872625878929928,0.7848481181169067,0,Train,2.2620748e+11,7.011807e+10,0.29,Lag_OperatingProfit_1,0,Normal Profile
2022-06-25,304182000000,94543000000,27502000000.0,94700000000.0,Apple,320193,31.081063310781044,3.4433859355683225,221223000000.0,71467000000.0,32.305411281828746,3.6772368140081135,0.3750016951221166,0,Train,2.8806044e+11,9.095489e+10,0.05,Revenue_QoQ_Growth,0,Normal Profile
2022-12-31,117154000000,36016000000,20535000000.0,99627000000.0,Apple,320193,30.74244157263089,4.851570489408327,304182000000.0,94543000000.0,31.081063310781044,3.4433859355683225,-0.6148555798830964,0,Train,1.2249466e+11,3.641131e+10,0.05,Revenue_QoQ_Growth,0,Normal Profile
2023-04-01,211990000000,64334000000,24687000000.0,97041000000.0,Apple,320193,30.347657908391906,3.9308542957832056,117154000000.0,36016000000.0,30.74244157263089,4.851570489408327,0.8094986086689315,0,Train,2.115351e+11,6.593769e+10,0.29,Lag_OperatingProfit_1,0,Normal Profile
2023-07-01,293787000000,87332000000,28408000000.0,98071000000.0,Apple,320193,29.72629830455398,3.452231765699803,211990000000.0,64334000000.0,30.347657908391906,3.9308542957832056,0.385853106278598,0,Train,2.822607e+11,8.625061e+10,0.05,Revenue_QoQ_Growth,0,Normal Profile
2023-12-30,119575000000,40373000000,40760000000.0,95088000000.0,Apple,320193,33.7637466025507,2.332875368007851,293787000000.0,87332000000.0,29.72629830455398,3.452231765699803,-0.5929874364760864,0,Train,1.1784298e+11,3.9249543e+10,0.05,Revenue_QoQ_Growth,0,Normal Profile
2024-03-30,210328000000,68273000000,32695000000.0,91831000000.0,Apple,320193,32.46025255790956,2.8087169291940666,119575000000.0,40373000000.0,33.7637466025507,2.332875368007851,0.7589629939368597,0,Train,2.1053796e+11,6.8450804e+10,0.29,Lag_OperatingProfit_1,0,Normal Profile
2024-06-29,296105000000,93625000000,25565000000.0,86196000000.0,Apple,320193,31.61885142094865,3.3716409153139058,210328000000.0,68273000000.0,32.46025255790956,2.8087169291940666,0.4078249210756532,0,Train,2.985495e+11,9.095489e+10,0.05,Revenue_QoQ_Growth,0,Normal Profile
2024-12-28,124300000000,42832000000,30299000000.0,83956000000.0,Apple,320193,34.458567980691875,2.7709165318987425,296105000000.0,93625000000.0,31.61885142094865,3.3716409153139058,-0.580216477263133,0,Train,1.2367661e+11,4.214544e+10,0.05,Revenue_QoQ_Growth,0,Normal Profile
2025-03-29,219659000000,72421000000,28162000000.0,78566000000.0,Apple,320193,32.96973945979905,2.7897876571266247,124300000000.0,42832000000.0,34.458567980691875,2.7709165318987425,0.7671681415929203,0,Train,2.2592302e+11,7.174341e+10,0.29,Lag_OperatingProfit_1,0,Normal Profile
2025-06-28,313695000000,100623000000,36269000000.0,82430000000.0,Apple,320193,32.07669870415531,2.2727398053434062,219659000000.0,72421000000.0,32.96973945979905,2.7897876571266247,0.4280999185100542,0,Test,3.1664793e+11,9.095489e+10,0.05,Revenue_QoQ_Growth,0,Normal Profile
2025-12-27,143756000000,50852000000,45317000000.0,76685000000.0,Apple,320193,35.373827875010434,1.6921905686607674,313695000000.0,100623000000.0,32.07669870415531,2.2727398053434062,-0.5417332121965603,0,Test,1.3207063e+11,3.5767116e+10,0.05,Revenue_QoQ_Growth,1,Multivariate Ratio Divergence
2026-03-28,254940000000,86737000000,45572000000.0,74404000000.0,Apple,320193,34.02251510159253,1.6326691828315631,143756000000.0,50852000000.0,35.373827875010434,1.6921905686607674,0.7734216310971368,0,Test,2.6168061e+11,8.063305e+10,0.29,Lag_OperatingProfit_1,0,Normal Profile
2026-06-27,364357000000,122432000000,39544000000.0,71340000000.0,Apple,320193,33.60220882266568,1.804066356463686,254940000000.0,86737000000.0,34.02251510159253,1.6326691828315631,0.4291872597473915,0,Test,3.711678e+11,8.274196e+10,0.05,Revenue_QoQ_Growth,1,Multivariate Ratio Divergence
2009-03-31,9225000000,-175000000,3566000000.0,0.0,Caterpillar,18230,-1.8970189701897016,0.0,38401000000.0,3991000000.0,10.392958516705294,0.0,-0.7597718809406006,1,Train,1.3051033e+10,1.711896e+09,97.73,Revenue_QoQ_Growth,0,Normal Profile
2009-09-30,24498000000,449000000,4188000000.0,0.0,Caterpillar,18230,1.8328026777696136,0.0,9225000000.0,-175000000.0,-1.8970189701897016,0.0,1.655609756097561,1,Train,3.67402e+10,1.8996233e+09,99.55,Lag_OperatingProfit_1,1,Multivariate Ratio Divergence
2010-03-31,8238000000,508000000,3538000000.0,0.0,Caterpillar,18230,6.166545277980092,0.0,24498000000.0,449000000.0,1.8328026777696136,0.0,-0.6637276512368356,0,Train,1.0032656e+10,4.0540966e+08,39.84,Revenue_QoQ_Growth,0,Normal Profile
2021-09-30,37173000000,5267000000,9446000000.0,0.0,Caterpillar,18230,14.1688860194227,0.0,24776000000.0,3603000000.0,14.54229899903132,0.0,0.5003632547626735,0,Train,4.0961016e+10,5.612272e+09,0.64,Lag_OperatingMargin_1,0,Normal Profile
2022-03-31,13589000000,1855000000,6526000000.0,0.0,Caterpillar,18230,13.65074692766208,0.0,37173000000.0,5267000000.0,14.1688860194227,0.0,-0.6344389745245205,0,Train,1.3846594e+10,3.0082148e+09,0.16,Revenue_QoQ_Growth,0,Normal Profile
2022-06-30,27836000000,3799000000,6014000000.0,0.0,Caterpillar,18230,13.647794223307946,0.0,13589000000.0,1855000000.0,13.65074692766208,0.0,1.0484215174037823,0,Train,3.515307e+10,3.903327e+09,2.19,Lag_OperatingMargin_1,0,Normal Profile
2022-09-30,42830000000,6224000000,6346000000.0,0.0,Caterpillar,18230,14.531870184450153,0.0,27836000000.0,3799000000.0,13.647794223307946,0.0,0.5386549791636729,0,Train,4.4249403e+10,4.8803487e+09,0.64,Lag_OperatingMargin_1,0,Normal Profile
2023-03-31,15862000000,2731000000,6789000000.0,0.0,Caterpillar,18230,17.21724877064683,0.0,42830000000.0,6224000000.0,14.531870184450153,0.0,-0.6296521130049031,0,Train,1.3846594e+10,2.9651802e+09,0.17,Revenue_QoQ_Growth,0,Normal Profile
2023-06-30,33180000000,6383000000,7387000000.0,0.0,Caterpillar,18230,19.23749246534057,0.0,15862000000.0,2731000000.0,17.21724877064683,0.0,1.091791703442189,0,Train,3.515307e+10,6.12016e+09,2.19,Lag_OperatingMargin_1,0,Normal Profile
2023-09-30,49990000000,9832000000,6545000000.0,0.0,Caterpillar,18230,19.667933586717343,0.0,33180000000.0,6383000000.0,19.23749246534057,0.0,0.5066305003013863,0,Train,4.834911e+10,9.183867e+09,0.44,Lag_OperatingMargin_1,0,Normal Profile
2024-03-31,15799000000,3519000000,4959000000.0,0.0,Caterpillar,18230,22.273561617823912,0.0,49990000000.0,9832000000.0,19.667933586717343,0.0,-0.6839567913582717,0,Train,1.5037306e+10,3.7674335e+09,0.7,Lag_OperatingMargin_1,0,Normal Profile
2024-06-30,32488000000,7001000000,4341000000.0,0.0,Caterpillar,18230,21.549495198227035,0.0,15799000000.0,3519000000.0,22.273561617823912,0.0,1.056332679283499,0,Train,3.515307e+10,7.147904e+09,2.5,Lag_OperatingMargin_1,0,Normal Profile
2024-09-30,48594000000,10148000000,5638000000.0,0.0,Caterpillar,18230,20.88323661357369,0.0,32488000000.0,7001000000.0,21.549495198227035,0.0,0.4957522777640975,0,Train,4.834911e+10,1.0211611e+10,0.44,Lag_OperatingMargin_1,0,Normal Profile
2025-03-31,14249000000,2579000000,3562000000.0,0.0,Caterpillar,18230,18.099515755491613,0.0,48594000000.0,10148000000.0,20.88323661357369,0.0,-0.7067744989093304,0,Train,1.5037306e+10,3.26646e+09,5.28,Lag_OperatingMargin_1,0,Normal Profile
2025-06-30,30818000000,5439000000,5442000000.0,0.0,Caterpillar,18230,17.64877668894802,0.0,14249000000.0,2579000000.0,18.099515755491613,0.0,1.1628184433995368,0,Test,3.515307e+10,4.9008527e+09,2.19,Lag_OperatingMargin_1,0,Normal Profile
2025-09-30,48456000000,8491000000,7538000000.0,0.0,Caterpillar,18230,17.523113752682846,0.0,30818000000.0,5439000000.0,17.64877668894802,0.0,0.572327860341359,0,Test,4.435677e+10,8.0912456e+09,1.13,Lag_OperatingMargin_1,0,Normal Profile
2026-03-31,17415000000,3085000000,4072000000.0,0.0,Caterpillar,18230,17.714613838644848,0.0,48456000000.0,8491000000.0,17.523113752682846,0.0,-0.6406017830609212,0,Test,1.3846594e+10,3.9168566e+09,0.17,Revenue_QoQ_Growth,0,Normal Profile
2026-06-30,37958000000,7380000000,6713000000.0,0.0,Caterpillar,18230,19.442541756678438,0.0,17415000000.0,3085000000.0,17.714613838644848,0.0,1.1796152741889177,0,Test,3.515307e+10,6.12016e+09,2.19,Lag_OperatingMargin_1,0,Normal Profile
2019-03-31,40342000000,1202000000,20848000000.0,0.0,Ford,37996,2.979525060730752,0.0,118545000000.0,2571000000.0,2.168796659496394,0.0,-0.6596904129233624,0,Train,4.07182e+10,7.368549e+08,1.42,Revenue_QoQ_Growth,0,Normal Profile
2019-06-30,79195000000,1292000000,22117000000.0,0.0,Ford,37996,1.6314161247553507,0.0,40342000000.0,1202000000.0,2.979525060730752,0.0,0.9630905755788012,1,Train,7.935651e+10,1.1796115e+09,97.76,Lag_OperatingProfit_1,0,Normal Profile
2019-09-30,116185000000,1031000000,20523000000.0,0.0,Ford,37996,0.887377888711968,0.0,79195000000.0,1292000000.0,1.6314161247553507,0.0,0.4670749415998484,1,Train,1.0842209e+11,1.1252177e+09,99.22,Lag_OperatingProfit_1,0,Normal Profile
2020-03-31,34320000000,-1558000000,25971000000.0,0.0,Ford,37996,-4.53962703962704,0.0,116185000000.0,1031000000.0,0.887377888711968,0.0,-0.7046090287042217,1,Train,3.983185e+10,-1.8760246e+08,98.1,Lag_OperatingProfit_1,0,Normal Profile
2020-06-30,53691000000,-4317000000,30989000000.0,0.0,Ford,37996,-8.04045370732525,0.0,34320000000.0,-1558000000.0,-4.53962703962704,0.0,0.5644230769230769,1,Train,4.946715e+10,-1.3180367e+09,99.22,Lag_OperatingProfit_1,0,Normal Profile
2020-09-30,91192000000,-1966000000,24263000000.0,0.0,Ford,37996,-2.155890867619967,0.0,53691000000.0,-4317000000.0,-8.04045370732525,0.0,0.698459704605986,1,Train,9.588352e+10,-1.293654e+09,99.5,Lag_OperatingProfit_1,0,Normal Profile
2021-03-31,36228000000,2464000000,21826000000.0,0.0,Ford,37996,6.801369106768246,0.0,91192000000.0,-1966000000.0,-2.155890867619967,0.0,-0.6027283095008334,0,Train,4.5940273e+10,7.694684e+08,48.16,Revenue_QoQ_Growth,0,Normal Profile
2021-06-30,62980000000,2442000000,22955000000.0,0.0,Ford,37996,3.877421403620197,0.0,36228000000.0,2464000000.0,6.801369106768246,0.0,0.7384343601634095,0,Train,5.749676e+10,2.5951788e+09,18.99,Lag_OperatingProfit_1,0,Normal Profile
2021-09-30,98663000000,3784000000,27429000000.0,0.0,Ford,37996,3.8352776623455607,0.0,62980000000.0,2442000000.0,3.877421403620197,0.0,0.56657669101302,0,Test,1.2625129e+11,1.9072152e+09,18.43,Lag_OperatingProfit_1,0,Normal Profile
2022-03-31,34476000000,1343000000,21013000000.0,0.0,Ford,37996,3.895463510848126,0.0,98663000000.0,3784000000.0,3.8352776623455607,0.0,-0.650568095435979,0,Test,4.406763e+10,2.9301844e+09,1.11,Revenue_QoQ_Growth,0,Normal Profile
2022-06-30,74666000000,4211000000,19516000000.0,0.0,Ford,37996,5.639782498058018,0.0,34476000000.0,1343000000.0,3.895463510848126,0.0,1.1657384847430097,0,Test,6.330062e+10,2.3625446e+09,96.44,Lag_OperatingProfit_1,0,Normal Profile
2022-09-30,114058000000,4715000000,21548000000.0,0.0,Ford,37996,4.133861719476056,0.0,74666000000.0,4211000000.0,5.639782498058018,0.0,0.5275761390726703,0,Test,1.2740748e+11,3.7076442e+09,1.53,Lag_OperatingProfit_1,0,Normal Profile
2018-03-31,16066000000,4470000000,3554000000.0,24770000000.0,Intel,50863,27.822731233661145,6.969611705120991,45708000000.0,12541000000.0,27.437210116391004,3.030082644628099,-0.6485079198389778,0,Train,2.0423547e+10,5.206973e+09,0.13,Revenue_QoQ_Growth,0,Normal Profile
2018-06-30,33028000000,9743000000,2614000000.0,24632000000.0,Intel,50863,29.4992127891486,9.423106350420811,16066000000.0,4470000000.0,27.822731233661145,6.969611705120991,1.055769948960538,0,Train,3.661722e+10,1.0525566e+10,0.89,Lag_OperatingProfit_1,0,Normal Profile
2018-09-29,52191000000,17092000000,3407000000.0,24823000000.0,Intel,50863,32.74894138836198,7.285882007631347,33028000000.0,9743000000.0,29.4992127891486,9.423106350420811,0.5802046748213637,0,Train,5.282324e+10,1.4921759e+10,0.57,Lag_OperatingProfit_1,0,Normal Profile
2019-03-30,16061000000,4174000000,3154000000.0,25737000000.0,Intel,50863,25.988419151983067,8.16011414077362,52191000000.0,17092000000.0,32.74894138836198,7.285882007631347,-0.6922649498955759,0,Train,2.0957735e+10,4.794839e+09,0.53,Lag_OperatingProfit_1,0,Normal Profile
2019-06-29,32566000000,8791000000,2867000000.0,25089000000.0,Intel,50863,26.99441134925997,8.750959190791768,16061000000.0,4174000000.0,25.988419151983067,8.16011414077362,1.0276446049436525,0,Train,3.7319172e+10,9.658177e+09,0.89,Lag_OperatingProfit_1,0,Normal Profile
2019-09-28,51756000000,15238000000,3935000000.0,23707000000.0,Intel,50863,29.44199706314244,6.0246505717916135,32566000000.0,8791000000.0,26.99441134925997,8.750959190791768,0.5892648774795799,0,Train,5.2831375e+10,1.4921759e+10,0.57,Lag_OperatingProfit_1,0,Normal Profile
2020-03-28,19828000000,7038000000,11380000000.0,36455000000.0,Intel,50863,35.49525922937261,3.203427065026362,51756000000.0,15238000000.0,29.44199706314244,6.0246505717916135,-0.6168946595563799,0,Train,2.0957735e+10,5.965576e+09,0.13,Revenue_QoQ_Growth,0,Normal Profile
2020-06-27,39556000000,12735000000,8736000000.0,36093000000.0,Intel,50863,32.19486297906765,4.131524725274725,19828000000.0,7038000000.0,35.49525922937261,3.203427065026362,0.9949566269921324,0,Train,4.153154e+10,1.2974391e+10,0.89,Lag_OperatingProfit_1,0,Normal Profile
2020-09-26,57889000000,17794000000,3356000000.0,36059000000.0,Intel,50863,30.7381367790081,10.744636471990464,39556000000.0,12735000000.0,32.19486297906765,4.131524725274725,0.4634695115785215,0,Train,5.5487275e+10,1.753399e+10,0.17,Revenue_QoQ_Growth,0,Normal Profile
2021-03-27,19673000000,3694000000,5192000000.0,33237000000.0,Intel,50863,18.777004015655976,6.401579352850539,57889000000.0,17794000000.0,30.7381367790081,10.744636471990464,-0.6601599613052566,0,Train,2.0957735e+10,5.367664e+09,0.15,Revenue_QoQ_Growth,1,Multivariate Ratio Divergence
2021-06-26,39304000000,9240000000,4746000000.0,31714000000.0,Intel,50863,23.509057602279665,6.682258744205647,19673000000.0,3694000000.0,18.777004015655976,6.401579352850539,0.9978650942916688,0,Train,4.1054884e+10,9.658177e+09,1.28,Lag_OperatingMargin_1,0,Normal Profile
2021-09-25,58496000000,14467000000,7870000000.0,35610000000.0,Intel,50863,24.73160557986871,4.524777636594664,39304000000.0,9240000000.0,23.509057602279665,6.682258744205647,0.4882963566049257,0,Train,5.435825e+10,1.4588559e+10,0.48,Lag_OperatingProfit_1,0,Normal Profile
2025-06-28,25526000000,-3477000000,9643000000.0,44026000000.0,Intel,50863,-13.621405625636609,4.565591620864876,12667000000.0,-301000000.0,-2.3762532564932504,0.0,1.0151574958553722,1,Test,3.7988475e+10,-2.9904698e+08,99.34,Lag_OperatingProfit_1,0,Normal Profile
2025-09-27,39179000000,-2794000000,11141000000.0,44057000000.0,Intel,50863,-7.131371397942774,3.954492415402567,25526000000.0,-3477000000.0,-13.621405625636609,4.565591620864876,0.5348664107184831,1,Test,7.636247e+10,3.6454848e+09,79.08,Lag_OperatingProfit_1,0,Normal Profile
